DATA,TMED,CHUVA
2023-04-01,23.71666666666667,0.0
2023-04-02,23.104166666666668,0.0
2023-04-03,24.59166666666667,13.200000000000001
2023-04-04,25.979166666666668,2.3
2023-04-05,23.695833333333336,3.0
2023-04-06,21.537499999999998,2.7
2023-04-07,19.395833333333332,49.699999999999996
2023-04-08,20.695833333333336,5.0
2023-04-09,22.604166666666668,2.2
2023-04-10,24.087499999999995,19.8
2023-04-11,24.886363636363637,0.0
2023-04-12,25.608333333333334,0.0
2023-04-13,25.02916666666667,0.0
2023-04-14,20.770833333333332,25.299999999999997
2023-04-15,21.154166666666665,0.6
2023-04-16,22.870833333333337,0.5
2023-04-17,22.787500000000005,64.1
2023-04-18,20.065217391304344,5.2
2023-04-19,20.304166666666667,4.3
2023-04-20,18.283333333333335,16.799999999999997
2023-04-21,nan,nan
2023-04-22,nan,nan
2023-04-23,nan,nan
2023-04-24,nan,nan
2023-04-25,nan,nan
2023-04-26,nan,nan
2023-04-27,22.71666666666667,0.0
2023-04-28,21.008333333333333,0.0
2023-04-29,21.516666666666666,0.0
2023-04-30,22.95,0.0
2023-05-01,23.67916666666667,1.5
2023-05-02,21.952173913043477,0.3
2023-05-03,23.195833333333336,3.1
2023-05-04,23.462499999999995,50.1
2023-05-05,23.6875,0.3
2023-05-06,nan,nan
2023-05-07,nan,nan
2023-05-08,23.900000000000002,3.5999999999999996
2023-05-09,20.854166666666668,6.3999999999999995
2023-05-10,nan,nan
2023-05-11,nan,nan
2023-05-12,nan,nan
2023-05-13,nan,nan
2023-05-14,nan,nan
2023-05-15,nan,nan
2023-05-16,nan,nan
2023-05-17,nan,nan
2023-05-18,nan,nan
2023-05-19,nan,nan
2023-05-20,nan,nan
2023-05-21,nan,nan
2023-05-22,22.141666666666666,9.9
2023-05-23,21.416666666666668,0.0
2023-05-24,nan,nan
2023-05-25,nan,nan
2023-05-26,nan,nan
2023-05-27,nan,nan
2023-05-28,nan,nan
2023-05-29,18.01,6.9
2023-05-30,18.2625,0.0
2023-05-31,20.170833333333334,0.0
2023-06-01,18.558333333333334,7.8999999999999995
2023-06-02,19.166666666666668,0.0
2023-06-03,20.34583333333333,0.0
2023-06-04,18.520833333333332,0.0
2023-06-05,19.654166666666665,7.4
2023-06-06,20.375,0.0
2023-06-07,20.929166666666667,0.0
2023-06-08,20.03333333333333,0.0
2023-06-09,21.770833333333332,0.0
2023-06-10,23.09583333333333,0.0
2023-06-11,18.462500000000002,7.6
2023-06-12,13.475,20.4
2023-06-13,14.241666666666667,5.699999999999999
2023-06-14,15.199999999999998,38.4
2023-06-15,18.158333333333335,93.0
2023-06-16,19.475,12.2
2023-06-17,16.3875,0.0
2023-06-18,14.3125,0.0
2023-06-19,14.2875,0.0
2023-06-20,17.604166666666668,20.1
2023-06-21,nan,nan
2023-06-22,nan,nan
2023-06-23,nan,nan
2023-06-24,nan,nan
2023-06-25,nan,nan
2023-06-26,nan,nan
2023-06-27,nan,nan
2023-06-28,nan,nan
2023-06-29,nan,nan
2023-06-30,nan,nan
2023-07-01,nan,nan
2023-07-02,nan,nan
2023-07-03,nan,nan
2023-07-04,nan,nan
2023-07-05,nan,nan
2023-07-06,22.984615384615385,0.0
2023-07-07,nan,nan
2023-07-08,nan,nan
2023-07-09,nan,nan
2023-07-10,19.558333333333334,5.1
2023-07-11,17.604166666666668,24.5
2023-07-12,18.541666666666668,55.8
2023-07-13,19.722727272727273,148.8
2023-07-14,nan,nan
2023-07-15,nan,nan
2023-07-16,nan,nan
2023-07-17,nan,nan
2023-07-18,14.225000000000001,0.0
2023-07-19,15.175000000000002,0.5
2023-07-20,16.599999999999998,0.5
2023-07-21,19.3,0.3
2023-07-22,20.529166666666665,0.0
2023-07-23,21.2375,0.0
2023-07-24,19.95,0.0
2023-07-25,20.591666666666665,0.0
2023-07-26,21.933333333333337,0.0
2023-07-27,17.75,0.0
2023-07-28,16.8,0.0
2023-07-29,15.450000000000001,0.0
2023-07-30,16.616666666666664,0.0
2023-07-31,18.404166666666665,0.0
2023-08-01,18.545833333333334,0.0
2023-08-02,19.858823529411765,0.0
2023-08-03,23.4,0.0
2023-08-04,21.552380952380954,0.0
2023-08-05,20.957142857142856,0.0
2023-08-06,21.265217391304347,0.0
2023-08-07,20.020833333333336,5.9
2023-08-08,17.15238095238096,1.1
2023-08-09,17.21176470588236,24.6
2023-08-10,20.20909090909091,0.8999999999999999
2023-08-11,20.7125,7.8999999999999995
2023-08-12,16.615789473684206,16.1
2023-08-13,14.470833333333333,0.5
2023-08-14,17.217391304347824,0.0
2023-08-15,19.291666666666668,8.6
2023-08-16,21.649999999999995,0.0
2023-08-17,22.40869565217392,0.0
2023-08-18,23.27916666666667,84.69999999999999
2023-08-19,17.779166666666665,1.6
2023-08-20,20.2375,0.0
2023-08-21,19.6,0.0
2023-08-22,22.74375,0.0
2023-08-23,23.7,1.3
2023-08-24,18.7625,22.4
2023-08-25,15.654166666666667,2.1
2023-08-26,15.404166666666669,19.1
2023-08-27,14.375,0.0
2023-08-28,13.616666666666665,0.0
2023-08-29,15.48695652173913,2.2
2023-08-30,18.670833333333334,0.6
2023-08-31,20.537499999999998,0.0
2023-09-01,19.04583333333333,0.0
2023-09-02,19.17083333333333,2.5999999999999996
2023-09-03,19.695833333333336,28.799999999999997
2023-09-04,nan,nan
2023-09-05,nan,nan
2023-09-06,nan,nan
2023-09-07,nan,nan
2023-09-08,nan,nan
2023-09-09,19.477777777777778,0.0
2023-09-10,19.425,0.0
2023-09-11,22.0125,0.0
2023-09-12,23.075000000000003,8.1
2023-09-13,21.8625,1.4000000000000001
2023-09-14,19.84166666666667,1.0
2023-09-15,16.925,8.899999999999999
2023-09-16,20.8875,0.0
2023-09-17,23.95416666666667,0.0
2023-09-18,24.454166666666666,13.7
2023-09-19,22.7375,5.300000000000001
2023-09-20,23.63333333333333,0.3
2023-09-21,24.079166666666666,0.0
2023-09-22,23.175,5.1
2023-09-23,21.962499999999995,3.8
2023-09-24,23.48333333333333,0.3
2023-09-25,19.420833333333334,20.0
2023-09-26,20.170833333333334,41.4
2023-09-27,20.587500000000002,14.5
2023-09-28,18.866666666666667,2.0
2023-09-29,19.1625,5.199999999999999
2023-09-30,19.85,9.2
2023-10-01,20.045833333333334,0.3
2023-10-02,17.458333333333332,0.0
2023-10-03,19.65416666666667,0.0
2023-10-04,19.208333333333332,67.2
2023-10-05,18.866666666666667,0.3
2023-10-06,18.770833333333332,24.8
2023-10-07,20.15416666666667,109.99999999999999
2023-10-08,18.679166666666667,74.6
2023-10-09,19.820833333333333,1.6
2023-10-10,nan,nan
2023-10-11,nan,nan
2023-10-12,nan,nan
2023-10-13,nan,nan
2023-10-14,nan,nan
2023-10-15,nan,nan
2023-10-16,nan,nan
2023-10-17,22.91875,0.0
2023-10-18,18.94583333333333,0.0
2023-10-19,18.173913043478258,0.0
2023-10-20,19.120833333333334,19.8
2023-10-21,20.387500000000003,0.0
2023-10-22,22.008333333333336,0.5
2023-10-23,23.054166666666664,0.0
2023-10-24,24.708695652173915,0.0
2023-10-25,22.395454545454548,20.3
2023-10-26,19.474999999999998,0.0
2023-10-27,19.616666666666664,2.1
2023-10-28,20.9875,64.9
2023-10-29,24.6375,15.099999999999998
2023-10-30,22.73333333333333,19.9
2023-10-31,21.362499999999997,3.3000000000000003
2023-11-01,21.083333333333332,1.2
2023-11-02,19.291666666666668,21.2
2023-11-03,20.379166666666666,56.8
2023-11-04,20.695833333333336,7.3999999999999995
2023-11-05,19.916666666666668,1.0
2023-11-06,20.2,7.2
2023-11-07,22.82916666666667,0.0
2023-11-08,23.849999999999998,8.6
2023-11-09,23.40416666666667,0.0
2023-11-10,23.043478260869566,2.0
2023-11-11,24.2,3.5
2023-11-12,27.383333333333336,1.0
2023-11-13,23.8875,11.0
2023-11-14,22.46666666666667,15.2
2023-11-15,23.512500000000003,5.199999999999999
2023-11-16,22.183333333333337,60.6
2023-11-17,21.420833333333334,59.900000000000006
2023-11-18,23.866666666666664,1.1
2023-11-19,22.4875,0.0
2023-11-20,22.883333333333336,5.1
2023-11-21,26.391666666666666,0.0
2023-11-22,25.916666666666668,21.9
2023-11-23,23.358333333333334,0.3
2023-11-24,22.7625,1.3
2023-11-25,21.724999999999998,1.1
2023-11-26,22.78333333333333,1.1
2023-11-27,22.07916666666667,14.9
2023-11-28,21.0125,302.9
2023-11-29,22.825,7.0
2023-11-30,25.0,0.0
2023-12-01,24.911764705882355,0.0
2023-12-02,27.695833333333336,0.0
2023-12-03,25.991666666666664,0.3
2023-12-04,25.15833333333333,7.8999999999999995
2023-12-05,22.171428571428574,28.900000000000002
2023-12-06,27.33888888888889,6.1
2023-12-07,28.04545454545454,21.4
2023-12-08,22.518181818181816,0.5
2023-12-09,21.41111111111111,2.3
2023-12-10,20.907692307692308,20.6
2023-12-11,22.369999999999997,23.3
2023-12-12,26.120000000000005,2.3
2023-12-13,26.583333333333332,0.5
2023-12-14,26.254166666666663,0.0
2023-12-15,28.345833333333335,0.0
2023-12-16,28.03333333333333,0.0
2023-12-17,28.45,0.0
2023-12-18,28.745833333333334,33.3
2023-12-19,28.05454545454546,0.0
2023-12-20,27.74375,6.3999999999999995
2023-12-21,27.887500000000003,1.3
2023-12-22,28.761904761904756,0.0
2023-12-23,25.725,34.3
2023-12-24,28.157142857142855,0.0
2023-12-25,30.294736842105266,0.0
2023-12-26,25.52916666666667,0.0
2023-12-27,24.935294117647057,0.5
2023-12-28,27.082608695652173,0.0
2023-12-29,27.35454545454546,0.0
2023-12-30,25.1875,0.8999999999999999
2023-12-31,23.533333333333335,1.1
